0.1 1.1
0.2 1.21
0.3 1.331
0.4 1.4641
0.5 1.61051
0.6 1.771561
0.7 1.9487171
0.8 2.14358881
0.9 2.357947691
1.0 2.5937424601
1.1 2.85311670611
1.2 3.13842837672
1.3 3.45227121439
1.4 3.79749833583
1.5 4.17724816942
1.6 4.59497298636
1.7 5.05447028499
1.8 5.55991731349
1.9 6.11590904484
2.0 6.72749994933
2.1 7.40024994426
2.2 8.14027493868
2.3 8.95430243255
2.4 9.84973267581
2.5 10.8347059434
2.6 11.9181765377
2.7 13.1099941915
2.8 14.4209936106
2.9 15.8630929717
3.0 17.4494022689
3.1 19.1943424958
3.2 21.1137767454
3.3 23.2251544199
3.4 25.5476698619
3.5 28.1024368481
3.6 30.9126805329
3.7 34.0039485862
3.8 37.4043434448
3.9 41.1447777893
4.0 45.2592555682
4.1 49.785181125
4.2 54.7636992375
4.3 60.2400691612
4.4 66.2640760774
4.5 72.8904836851
4.6 80.1795320536
4.7 88.197485259
4.8 97.0172337849
4.9 106.718957163
5.0 117.39085288
5.1 129.129938168
5.2 142.042931984
5.3 156.247225183
5.4 171.871947701
5.5 189.059142471
5.6 207.965056718
5.7 228.76156239
5.8 251.637718629
5.9 276.801490492
6.0 304.481639541
6.1 334.929803496
6.2 368.422783845
6.3 405.26506223
6.4 445.791568453
6.5 490.370725298
6.6 539.407797828
6.7 593.34857761
6.8 652.683435371
6.9 717.951778909
7.0 789.746956799
7.1 868.721652479
7.2 955.593817727
7.3 1051.1531995
7.4 1156.26851945
7.5 1271.8953714
7.6 1399.08490853
7.7 1538.99339939
7.8 1692.89273933
7.9 1862.18201326
8.0 2048.40021459
8.1 2253.24023604
8.2 2478.56425965
8.3 2726.42068561
8.4 2999.06275417
8.5 3298.96902959
8.6 3628.86593255
8.7 3991.75252581
8.8 4390.92777839
8.9 4830.02055623
9.0 5313.02261185
9.1 5844.32487303
9.2 6428.75736034
9.3 7071.63309637
9.4 7778.79640601
9.5 8556.67604661
9.6 9412.34365127
9.7 10353.5780164
9.8 11388.935818
9.9 12527.8293998
10.0 13780.6123398
10.1 15158.6735738
